Course,Marital status,Displaced,Tuition fees up to date,Gender,Scholarship holder,Daytime/evening attendance,Curricular units 2nd sem (grade),Curricular units 1st sem (grade),Age at enrollment,Target
12,1,1,1,0,1,1,13.01875,12.339999999999998,19,0
15,1,1,1,0,0,1,12.5,13.833333333333334,20,0
9,1,1,1,0,0,1,10.0,10.75,19,1
16,1,1,1,0,0,1,10.25,13.25,19,1
12,1,1,1,0,1,1,13.73125,13.73125,18,0
5,1,0,1,0,1,1,12.666666666666666,13.333333333333334,23,1
16,1,1,1,0,0,1,10.8,12.0,21,1
3,1,1,1,0,0,0,11.333333333333334,10.88888888888889,23,0
12,1,1,1,0,0,1,13.811111111111112,13.025,19,0
15,1,1,1,0,0,1,14.166666666666666,13.0,18,0
15,1,1,1,0,0,1,12.0,11.8,19,0
12,1,0,1,0,1,1,12.042857142857144,12.042857142857144,25,0
12,1,0,1,0,1,1,15.5,12.8375,19,0
13,1,0,1,0,1,1,11.7,11.0,24,0
14,1,1,1,0,1,1,14.0,13.5,18,0
10,1,1,1,0,1,1,12.714285714285714,12.125,19,0
12,1,0,1,0,1,1,12.62857142857143,12.62857142857143,18,0
10,1,0,1,0,0,1,11.6,11.2,19,0
15,1,0,1,0,1,1,11.833333333333334,12.666666666666666,18,1
14,2,0,0,0,0,1,0.0,13.5,34,1
15,1,1,0,0,0,1,0.0,0.0,20,1
17,2,0,1,0,0,0,14.833333333333334,12.0,26,0
13,1,0,1,0,0,1,13.2125,12.228571428571428,27,0
14,1,1,1,0,0,1,10.75,11.5,20,0
10,1,1,1,0,0,1,16.428571428571427,15.375,18,0
12,1,0,1,0,0,1,12.614285714285714,12.614285714285714,24,0
10,1,1,1,0,1,1,11.5,12.2,19,0
15,1,0,1,0,0,1,11.0,11.75,19,0
3,1,0,1,0,0,0,11.454545454545457,10.923076923076923,22,0
5,1,0,1,0,0,1,12.4,12.4,20,0
4,1,0,1,0,0,1,0.0,0.0,25,1
4,1,0,1,0,0,1,15.5,15.833333333333334,21,0
15,1,1,1,0,0,1,13.666666666666666,12.571428571428571,18,0
14,1,1,1,0,0,1,13.25,12.0,18,0
12,1,1,1,1,0,1,14.444444444444445,13.3625,19,0
6,1,1,1,0,1,1,16.0,15.4,19,0
15,1,1,0,0,0,1,11.75,12.2,18,1
10,1,1,1,0,1,1,13.545454545454543,12.818181818181818,20,0
12,1,1,1,0,0,1,0.0,0.0,19,1
12,1,1,1,0,0,1,13.554736842105264,13.394736842105264,28,0
10,1,1,1,0,1,1,11.0,14.25,20,0
3,1,1,1,0,0,0,14.714285714285714,13.444444444444445,30,1
12,1,1,1,0,1,1,11.7375,12.285714285714286,19,0
5,1,1,1,0,0,1,13.2,11.666666666666666,22,0
11,1,1,1,0,0,1,13.5,12.166666666666666,18,0
16,1,1,1,0,0,1,11.0,10.0,23,1
5,1,1,1,0,0,1,15.0,14.0,18,0
2,1,1,1,0,1,1,0.0,0.0,19,0
11,1,1,1,0,0,1,10.666666666666666,10.833333333333334,22,0
10,1,0,1,0,1,1,14.0,13.142857142857142,23,0
6,1,0,0,0,1,1,14.0,14.4,20,1
12,1,1,1,1,0,1,12.48125,11.8375,18,0
9,1,1,1,1,0,1,13.5,13.333333333333334,18,1
4,1,1,1,1,0,1,11.714285714285714,12.6,22,0
17,2,1,1,1,0,0,0.0,0.0,32,1
6,2,0,1,1,0,1,11.6,13.5,33,0
12,1,0,1,1,0,1,13.105714285714283,13.105714285714283,18,0
8,1,0,1,1,0,1,0.0,0.0,29,1
2,1,1,1,1,0,1,0.0,0.0,22,0
3,1,0,0,1,0,0,0.0,11.0,33,1
14,1,0,1,1,0,1,14.375,14.428571428571429,19,0
2,1,1,1,1,0,1,0.0,0.0,20,0
15,1,0,0,1,1,1,12.0,12.166666666666666,18,1
4,1,0,1,1,0,1,11.666666666666666,12.142857142857142,21,0
11,1,1,1,1,0,1,11.6,12.0,21,0
9,2,0,1,1,0,1,12.75,11.666666666666666,34,0
8,4,1,1,1,0,1,0.0,0.0,34,1
14,1,1,1,1,0,1,12.0,11.875,21,0
11,1,1,1,1,0,1,11.333333333333334,10.0,30,1
15,1,1,1,1,0,1,13.0,13.833333333333334,20,1
5,1,1,1,1,0,1,0.0,0.0,18,1
11,1,0,1,1,0,1,12.5,14.428571428571429,19,0
12,1,1,1,1,0,1,12.4,14.2,18,1
17,1,0,1,1,0,0,10.333333333333334,11.5,27,1
4,2,1,0,1,0,1,0.0,0.0,29,1
4,1,1,0,1,0,1,11.0,11.333333333333334,22,1
6,1,1,1,1,0,1,11.428571428571429,12.5,28,0
14,1,1,1,1,0,1,0.0,0.0,30,1
12,1,1,1,0,0,1,13.944444444444445,13.471428571428572,18,0
14,1,1,1,0,0,1,13.333333333333334,11.75,21,0
5,1,1,1,0,1,1,14.666666666666666,13.333333333333334,20,0
12,1,1,1,0,1,1,13.105,13.105,21,0
17,2,0,0,0,0,0,0.0,0.0,32,1
5,1,1,1,1,1,1,12.166666666666666,15.5,20,0
2,1,1,0,1,0,1,0.0,0.0,19,1
14,1,0,0,1,0,1,12.333333333333334,11.25,18,1
17,1,1,0,1,0,0,11.363636363636363,11.0,23,1
11,1,1,1,1,0,1,13.0,12.333333333333334,20,0
4,1,0,1,1,0,1,12.384615384615383,12.22222222222222,27,0
17,1,0,1,0,0,0,12.571428571428571,12.333333333333334,26,0
14,1,1,1,1,0,1,14.0,15.166666666666666,21,0
6,1,1,1,0,1,1,15.142857142857142,15.142857142857142,20,0
15,1,1,1,0,0,1,0.0,0.0,18,1
10,1,1,1,0,0,1,12.166666666666666,12.333333333333334,18,0
6,1,1,1,0,0,1,12.0,12.0,22,1
6,1,0,1,0,0,1,15.625,15.0,19,0
2,1,1,1,0,0,1,12.7,13.875,21,1
15,1,1,1,0,1,1,13.833333333333334,12.5,18,0
15,1,1,1,0,1,1,15.5,15.0,18,0
14,1,1,1,0,0,1,10.5,11.666666666666666,20,1
12,1,0,1,0,1,1,14.63375,14.668,18,0
15,1,1,1,0,1,1,12.333333333333334,12.8,20,0
10,1,1,1,0,0,1,12.142857142857142,10.833333333333334,19,0
5,1,1,1,0,0,1,14.0,13.666666666666666,18,0
12,1,0,1,0,0,1,14.537142857142856,14.537142857142856,18,0
6,1,0,1,0,1,1,14.0,14.4,18,1
2,1,1,1,0,1,1,0.0,0.0,20,0
15,1,0,1,0,1,1,13.833333333333334,13.166666666666666,19,0
10,1,0,1,0,1,1,12.428571428571429,11.333333333333334,19,0
10,1,1,1,0,0,1,13.6,12.0,18,0
15,1,0,1,0,1,1,12.166666666666666,13.166666666666666,18,0
15,1,1,1,0,1,1,14.166666666666666,14.833333333333334,18,0
5,1,1,1,0,0,1,13.22222222222222,13.0,19,0
12,1,1,1,0,0,1,12.95,13.087142857142856,18,0
8,1,1,1,0,1,1,13.666666666666666,13.333333333333334,19,0
10,1,1,0,0,0,1,0.0,0.0,18,1
9,1,1,1,0,0,1,12.2,13.6,19,0
15,1,1,1,0,0,1,14.0,15.5,18,0
16,1,0,1,0,0,1,14.285714285714286,13.857142857142858,19,0
5,1,1,1,0,1,1,12.166666666666666,13.0,18,0
15,1,1,1,0,0,1,0.0,0.0,20,1
10,1,1,0,0,1,1,0.0,0.0,22,1
16,1,1,1,0,1,1,13.666666666666666,12.142857142857142,18,0
12,1,0,1,0,1,1,13.627777777777778,14.145714285714286,18,0
12,1,0,1,0,0,1,14.144444444444444,14.45,18,0
16,1,0,1,0,0,1,15.0,15.714285714285714,18,0
5,1,1,1,0,0,1,12.833333333333334,14.5,18,0
3,1,1,1,0,0,0,12.833333333333334,12.833333333333334,25,0
9,1,1,1,0,1,1,11.6,12.0,18,0
2,1,1,1,0,0,1,0.0,0.0,19,0
10,1,1,1,0,1,1,13.285714285714286,12.571428571428571,20,0
15,1,1,1,0,1,1,11.5,12.5,21,0
14,1,1,1,0,0,1,14.0,14.0,18,0
16,1,1,1,0,0,1,13.166666666666666,11.571428571428571,18,1
5,1,1,1,0,1,1,15.333333333333334,15.833333333333334,18,0
12,1,1,1,0,0,1,14.25,14.25,18,0
14,1,0,1,0,0,1,0.0,0.0,19,1
11,1,1,1,0,0,1,11.0,11.666666666666666,20,1
8,2,0,1,1,0,1,10.0,12.0,31,1
7,1,1,1,1,0,1,10.75,13.333333333333334,19,1
8,1,0,0,1,0,1,0.0,0.0,22,1
9,1,1,1,1,0,1,12.4,13.8,19,0
9,1,0,0,0,0,1,0.0,0.0,19,1
8,1,0,0,1,0,1,0.0,0.0,29,1
12,1,1,1,0,0,1,14.016666666666666,14.016666666666666,18,0
10,1,1,1,0,0,1,10.8,11.4,18,0
2,1,1,0,0,1,1,0.0,0.0,23,1
17,2,0,1,0,0,0,12.0,10.4,34,0
9,1,0,1,0,0,1,10.25,10.666666666666666,19,0
12,1,0,1,0,1,1,14.10625,13.914285714285713,20,0
12,1,1,1,0,0,1,12.82375,13.761111111111113,19,0
10,1,1,1,0,1,1,14.166666666666666,13.857142857142858,23,0
12,2,0,1,1,1,1,13.842857142857143,13.842857142857143,34,0
15,1,1,1,1,0,1,0.0,11.8,21,1
10,1,1,1,1,0,1,13.833333333333334,12.666666666666666,22,1
4,1,0,1,1,0,1,0.0,0.0,28,1
7,1,1,1,1,0,1,0.0,0.0,23,1
15,1,0,1,1,0,1,10.0,10.75,20,1
7,1,1,1,1,0,1,13.25,12.6,18,1
9,1,1,0,1,0,1,0.0,0.0,28,1
5,1,0,1,1,0,1,12.142857142857142,12.0,21,1
14,1,0,0,1,0,1,14.5,14.0,25,1
6,1,1,0,1,0,1,13.5,14.0,19,1
12,1,1,1,1,1,1,15.055555555555555,14.682857142857143,18,0
7,1,0,1,1,0,1,0.0,0.0,29,1
7,1,0,1,1,1,1,0.0,0.0,29,1
11,1,0,1,1,0,1,12.8,13.857142857142858,20,0
2,1,0,1,1,0,1,0.0,0.0,18,0
11,1,0,1,1,0,1,12.5,13.142857142857142,20,0
7,2,1,1,1,0,1,13.0,18.0,33,1
17,1,0,1,1,0,0,11.583333333333334,11.461538461538462,30,0
4,1,0,1,1,0,1,14.5,15.0,18,0
12,1,0,1,1,1,1,12.233333333333333,14.244444444444444,19,0
5,1,0,1,1,1,1,11.0,11.5,21,1
13,1,0,1,1,1,1,0.0,10.0,25,1
14,1,0,1,1,0,1,11.6,12.333333333333334,19,0
5,1,1,1,1,0,1,12.142857142857142,12.2,23,1
5,1,1,1,1,1,1,13.2,13.666666666666666,19,0
2,1,1,1,1,0,1,0.0,0.0,19,0
4,1,0,0,1,0,1,0.0,11.0,31,1
4,1,0,0,1,0,1,11.428571428571429,13.0,32,1
12,1,1,1,0,1,1,12.599999999999998,12.599999999999998,19,0
15,1,1,1,0,0,1,12.333333333333334,12.2,34,0
15,1,1,1,0,0,1,13.0,13.166666666666666,21,0
12,1,0,1,0,1,1,15.35,14.014285714285714,19,0
15,1,0,1,0,1,1,11.25,13.0,20,0
15,1,1,1,0,0,1,14.666666666666666,14.0,18,0
2,1,0,0,0,0,1,0.0,0.0,32,1
12,1,1,1,0,1,1,14.428571428571429,14.428571428571429,21,0
3,1,0,0,0,0,0,0.0,0.0,26,1
6,1,1,1,0,0,1,12.461538461538462,11.833333333333334,26,0
17,2,0,0,0,0,0,13.0,11.333333333333334,21,1
15,1,0,1,0,0,1,13.0,12.5,18,0
5,1,1,1,0,1,1,12.545454545454543,13.333333333333334,21,0
14,1,0,1,0,1,1,14.0,13.0,19,0
9,1,0,1,0,0,1,14.0,10.0,19,1
10,1,0,1,0,1,1,11.2,11.428571428571429,19,0
12,1,1,1,0,0,1,12.8875,12.8875,27,0
12,1,1,1,0,1,1,12.95,12.95,18,0
9,1,1,1,0,0,1,0.0,10.0,20,1
12,1,1,1,0,1,1,12.55,13.094285714285714,19,0
14,1,1,1,0,0,1,0.0,0.0,20,1
10,1,1,1,0,1,1,11.0,11.714285714285714,19,0
2,1,0,1,0,0,1,0.0,0.0,20,1
16,1,0,1,0,0,1,13.333333333333334,13.166666666666666,18,0
6,1,1,1,0,0,1,13.4,12.75,20,0
12,1,0,1,0,0,1,0.0,0.0,32,1
15,1,1,1,0,0,1,13.666666666666666,13.0,22,0
17,2,1,1,0,0,0,0.0,0.0,28,1
3,4,0,1,0,1,0,10.4,11.75,29,0
10,1,1,1,0,0,1,12.25,11.75,18,1
12,1,1,1,0,1,1,13.7,13.7,26,0
6,1,1,1,0,0,1,0.0,14.0,32,1
10,1,1,1,0,0,1,0.0,0.0,19,1
16,1,0,1,0,1,1,13.285714285714286,13.0,19,0
14,2,0,1,0,0,1,15.11111111111111,13.6,32,0
9,2,1,1,0,0,1,11.5,11.0,31,1
2,1,1,1,0,0,1,14.333333333333334,13.25,20,0
12,1,0,1,0,0,1,10.0,10.75,28,1
3,4,0,0,0,0,0,11.0,11.4,31,1
15,1,1,1,0,0,1,12.4,13.0,19,0
10,1,1,1,0,1,1,12.285714285714286,14.0,19,0
6,1,0,1,0,0,1,0.0,0.0,34,1
13,1,1,1,0,1,1,16.075,15.285714285714286,18,0
11,1,1,1,0,0,1,12.666666666666666,13.166666666666666,18,0
9,1,0,1,1,0,1,12.833333333333334,13.6,19,0
15,1,1,0,1,1,1,0.0,0.0,22,1
14,2,0,1,1,0,1,11.5,11.4,32,0
17,1,1,1,1,0,0,11.6,11.0,30,0
4,1,0,1,1,0,1,12.666666666666666,13.571428571428571,20,0
12,1,0,1,0,0,1,0.0,0.0,19,1
7,1,1,1,1,0,1,12.0,11.25,26,1
14,1,1,1,1,0,1,11.0,13.333333333333334,19,1
15,1,0,1,1,1,1,11.666666666666666,12.0,19,0
15,1,1,1,1,0,1,13.0,12.5,19,0
9,1,1,1,1,1,1,12.666666666666666,13.2,19,0
14,1,1,0,1,0,1,0.0,0.0,19,1
14,1,1,0,1,0,1,11.5,11.666666666666666,28,1
9,1,0,1,1,0,1,13.642857142857142,13.466666666666669,24,0
8,1,0,1,1,0,1,13.2,13.666666666666666,18,0
15,1,1,1,1,1,1,10.2,11.666666666666666,18,0
4,1,0,1,1,0,1,12.4,13.4,21,0
17,2,0,0,1,0,0,0.0,0.0,28,1
14,1,0,1,1,0,1,14.75,13.75,25,0
9,4,1,1,1,0,1,0.0,10.0,33,1
7,2,0,0,1,0,1,0.0,0.0,33,1
12,1,1,1,1,0,1,12.666666666666666,12.666666666666666,24,0
6,2,0,1,1,1,1,13.25,11.8,23,0
4,1,0,1,1,0,1,12.25,11.9,21,0
7,1,1,1,1,0,1,10.5,11.25,34,1
15,1,0,1,1,0,1,12.5,12.0,18,0
9,1,0,1,1,0,1,16.0,10.0,19,1
12,1,0,1,1,0,1,13.714285714285714,13.714285714285714,19,0
4,1,0,1,1,0,1,15.8,14.875,28,0
5,1,1,1,1,0,1,0.0,10.8,18,1
10,1,1,1,1,0,1,10.0,12.0,19,1
6,1,1,0,1,0,1,13.5,12.5,19,1
12,1,1,1,0,0,1,16.327272727272728,14.728571428571428,18,0
8,1,1,1,0,0,1,14.8,12.0,18,0
15,1,1,1,0,0,1,11.0,11.428571428571429,18,1
10,1,1,1,0,0,1,13.5,14.166666666666666,19,0
10,2,0,1,0,0,1,14.6,12.5,31,0
3,1,0,1,0,1,0,14.333333333333334,14.166666666666666,33,0
11,1,1,1,0,0,1,13.4,12.666666666666666,19,0
5,1,1,1,0,0,1,13.0,12.5,18,1
5,1,0,1,0,0,1,0.0,0.0,18,1
14,1,1,0,0,0,1,0.0,0.0,18,1
2,1,1,1,0,0,1,0.0,0.0,18,0
9,1,1,1,0,1,1,11.0,11.2,19,0
10,1,1,1,0,0,1,17.428571428571427,16.5,18,1
6,1,1,1,0,0,1,12.0,13.666666666666666,18,0
12,1,1,1,0,1,1,15.228571428571428,15.228571428571428,18,0
10,1,1,1,0,0,1,13.22222222222222,12.77777777777778,21,0
12,1,0,1,0,1,1,14.428571428571429,14.428571428571429,18,0
14,1,1,1,0,0,1,13.714285714285714,13.875,18,0
12,1,1,1,0,0,1,13.193333333333332,13.128,18,0
12,1,1,1,0,0,1,12.4125,11.605,20,0
9,1,0,1,0,1,1,12.0,14.6,18,0
15,1,1,1,0,0,1,0.0,0.0,18,1
9,1,1,1,0,1,1,11.6,11.8,20,0
11,1,1,1,0,0,1,12.333333333333334,12.333333333333334,20,0
9,1,1,1,0,1,1,0.0,11.0,19,1
5,1,0,1,0,1,1,12.909090909090908,13.181818181818182,19,0
14,1,1,0,0,1,1,0.0,11.0,18,1
15,1,1,1,0,1,1,12.285714285714286,11.833333333333334,19,0
12,1,1,1,0,1,1,12.98125,12.98125,20,0
9,1,1,1,0,0,1,11.2,11.333333333333334,21,0
12,1,0,1,0,0,1,11.68,11.68,21,0
5,1,0,1,0,0,1,13.5,14.5,20,0
16,1,1,1,0,0,1,12.857142857142858,13.142857142857142,19,0
6,1,0,0,0,0,1,10.5,11.5,21,1
6,1,0,1,0,0,1,11.8,14.2,18,0
11,1,0,1,0,1,1,12.2,11.666666666666666,19,0
12,1,1,1,0,0,1,14.875,13.175,18,0
12,1,1,1,0,1,1,13.314285714285717,13.314285714285717,19,0
9,1,1,1,0,1,1,10.5,10.6,18,0
15,1,0,1,0,0,1,14.142857142857142,13.428571428571429,18,0
6,1,1,1,0,1,1,15.571428571428571,13.25,18,0
5,1,1,1,0,0,1,0.0,13.0,18,1
10,1,0,1,0,0,1,0.0,0.0,18,1
10,1,0,1,0,0,1,13.166666666666666,14.0,18,0
6,1,1,1,0,1,1,12.833333333333334,12.0,20,0
5,1,1,1,0,0,1,10.4,11.8,18,0
12,1,0,1,0,1,1,12.791428571428572,12.791428571428572,20,0
12,1,1,1,0,1,1,12.43142857142857,11.994444444444444,18,0
11,1,1,1,0,0,1,12.2,11.6,19,0
17,1,0,1,0,0,0,0.0,0.0,24,1
15,1,1,1,0,0,1,13.166666666666666,13.166666666666666,19,1
12,1,1,1,0,0,1,14.1,14.1,19,0
12,1,1,1,0,1,1,12.94285714285714,12.396666666666668,20,0
12,1,0,1,0,0,1,16.0875,15.014285714285714,18,0
2,1,1,1,0,1,1,0.0,0.0,18,0
12,1,1,1,0,0,1,15.1,14.05,19,0
12,1,1,1,0,0,1,15.2,14.85,18,1
6,1,1,1,0,0,1,13.0,13.0,19,0
12,1,1,1,0,1,1,15.8625,14.7875,19,0
12,1,0,1,0,1,1,14.671428571428574,13.7,19,0
12,1,1,1,0,1,1,12.242857142857144,12.495714285714286,19,1
12,1,0,1,0,0,1,14.566666666666668,14.566666666666668,19,0
14,1,1,0,0,0,1,11.25,11.2,25,1
12,1,0,1,0,0,1,12.685714285714283,12.685714285714283,20,0
10,1,0,0,0,0,1,13.25,13.571428571428571,23,1
5,1,0,1,0,0,1,0.0,0.0,20,1
3,1,0,1,0,0,0,11.166666666666666,11.0,27,0
12,1,0,1,0,0,1,14.445,14.445,18,0
3,1,1,0,0,0,0,14.625,14.0,23,1
12,1,1,1,0,1,1,13.416666666666666,13.416666666666666,19,0
9,1,0,1,0,0,1,11.4,12.333333333333334,18,0
12,1,1,1,0,0,1,14.8125,13.1,20,0
14,1,1,1,0,0,1,12.8,13.2,18,0
12,1,1,1,0,1,1,14.75,14.75,19,0
10,1,1,1,0,1,1,14.333333333333334,13.142857142857142,19,0
6,1,0,1,0,0,1,14.857142857142858,13.75,18,0
10,1,0,1,0,0,1,13.0,12.4,18,0
15,1,1,1,0,0,1,12.0,13.333333333333334,18,0
16,1,0,0,0,0,1,12.0,11.727272727272728,28,1
11,1,1,1,0,0,1,14.0,12.5,19,1
2,1,1,1,0,0,1,0.0,0.0,20,1
12,1,1,1,0,1,1,13.614285714285714,13.533333333333331,19,0
5,1,0,1,0,1,1,12.666666666666666,13.166666666666666,20,0
11,1,1,1,0,1,1,11.0,13.2,19,0
16,1,1,1,0,1,1,14.857142857142858,13.428571428571429,19,0
5,1,1,1,0,1,1,12.625,12.714285714285714,18,0
8,1,0,1,0,0,1,0.0,0.0,19,1
14,1,0,1,0,1,1,13.666666666666666,13.666666666666666,19,0
15,1,0,1,0,0,1,13.166666666666666,11.0,20,0
8,1,0,1,0,0,1,12.0,12.0,18,0
15,1,0,1,0,0,1,0.0,0.0,18,1
10,1,1,1,0,0,1,11.666666666666666,11.0,18,0
15,1,1,1,0,0,1,11.571428571428571,12.0,20,1
12,1,1,1,0,1,1,12.55,13.308571428571428,19,0
16,1,1,0,0,0,1,10.666666666666666,13.666666666666666,21,1
14,1,1,0,0,0,1,0.0,0.0,20,1
11,1,1,1,0,0,1,11.25,12.2,18,0
15,1,0,1,0,1,1,12.833333333333334,12.666666666666666,20,0
12,1,1,1,0,1,1,14.07125,14.07125,19,0
6,1,1,1,0,0,1,13.2,14.25,22,1
8,1,1,0,0,0,1,0.0,0.0,22,1
10,1,1,1,0,0,1,11.6,13.0,19,0
2,1,1,1,0,0,1,0.0,0.0,19,1
12,1,1,1,0,1,1,14.901428571428571,14.901428571428571,20,1
12,1,1,1,0,1,1,12.445555555555554,12.65,18,0
17,1,0,0,0,0,0,10.6,11.0,22,1
6,1,1,1,0,0,1,12.666666666666666,12.4,20,0
4,1,0,1,0,0,1,12.666666666666666,12.0,19,0
12,1,1,1,0,1,1,13.328571428571427,12.135714285714286,19,0
12,1,0,1,0,1,1,14.051428571428572,13.766666666666666,19,0
12,1,1,1,0,0,1,13.11625,13.11625,19,0
5,1,1,0,0,0,1,0.0,0.0,19,1
12,1,0,1,0,0,1,13.571428571428571,12.7,20,0
12,1,1,1,0,1,1,12.333333333333334,12.333333333333334,20,0
14,1,0,1,0,0,1,13.2,13.333333333333334,20,0
12,1,1,1,0,0,1,13.49375,14.355555555555554,21,0
4,1,0,1,0,1,1,13.0,13.0,19,0
15,1,0,1,0,1,1,13.5,12.833333333333334,19,0
14,1,0,1,0,1,1,13.0,13.2,21,0
12,1,0,1,0,0,1,16.582222222222224,17.005555555555556,28,0
10,1,1,0,0,1,1,11.0,10.6,19,0
9,1,0,1,0,1,1,13.6,14.0,18,0
12,5,1,1,0,1,1,12.114285714285714,12.114285714285714,18,0
12,1,1,1,0,1,1,13.05875,13.05875,18,0
12,1,1,1,0,0,1,13.285714285714286,13.285714285714286,22,0
12,1,0,1,0,1,1,15.1625,14.071428571428571,18,0
11,1,0,0,0,0,1,0.0,0.0,20,1
2,1,0,0,0,0,1,11.0,11.25,26,1
5,1,1,1,0,1,1,13.625,14.0,18,0
11,1,1,1,0,1,1,11.666666666666666,12.166666666666666,21,1
12,1,1,1,0,0,1,13.297142857142855,13.297142857142855,18,0
6,1,1,1,0,0,1,14.25,13.923076923076923,20,0
12,1,1,1,0,0,1,12.833333333333334,13.37,18,0
14,1,1,1,0,0,1,13.75,15.0,20,1
16,1,0,1,0,1,1,12.571428571428571,13.333333333333334,18,0
3,1,1,1,0,0,0,12.2,13.4,22,0
17,1,0,1,0,0,0,11.4,11.5,21,0
12,1,0,1,0,0,1,13.485714285714284,13.485714285714284,18,0
5,1,0,1,0,1,1,11.285714285714286,12.0,18,0
2,1,1,1,0,0,1,0.0,0.0,19,1
12,1,1,1,0,0,1,13.258571428571427,13.258571428571427,19,0
11,1,1,0,0,0,1,10.0,11.666666666666666,19,1
11,1,1,1,0,1,1,12.5,13.571428571428571,21,0
15,1,0,1,0,1,1,11.833333333333334,11.8,20,0
9,1,1,1,0,1,1,13.285714285714286,14.2,20,0
12,1,1,1,0,0,1,14.652857142857142,14.652857142857142,18,0
12,1,0,0,0,0,1,0.0,13.7,32,1
9,2,0,1,0,0,1,11.142857142857142,11.75,30,1
15,1,0,1,1,0,1,13.0,12.333333333333334,23,0
15,1,1,1,0,1,1,13.857142857142858,14.0,20,1
14,1,0,1,1,0,1,11.75,11.5,21,0
9,1,0,1,1,0,1,13.2,11.2,19,0
12,1,1,1,1,1,1,15.07,15.07,18,0
7,1,0,1,1,0,1,12.0,10.0,18,1
14,1,1,1,1,0,1,12.6,13.0,22,0
11,1,1,1,1,0,1,11.25,11.0,18,1
10,1,1,1,0,0,1,12.166666666666666,13.571428571428571,18,0
5,1,1,1,1,0,1,14.2,14.6,21,0
13,1,0,1,0,1,1,12.5125,12.625,19,0
6,1,1,1,0,0,1,10.5,13.25,18,0
12,1,1,1,0,0,1,11.9,12.60625,19,0
6,1,0,0,0,0,1,13.2,13.75,21,1
10,1,0,1,0,1,1,12.285714285714286,11.142857142857142,18,0
9,1,1,1,0,0,1,11.0,10.0,20,1
11,1,1,1,0,0,1,11.5,11.666666666666666,18,0
14,1,0,1,0,1,1,13.142857142857142,14.0,18,0
8,1,0,1,0,0,1,0.0,0.0,25,1
12,1,1,1,0,0,1,12.04142857142857,12.04142857142857,19,0
2,1,1,1,0,1,1,0.0,0.0,18,0
4,2,0,1,0,0,1,15.307692307692308,15.444444444444445,29,0
5,1,0,0,0,0,1,0.0,10.0,23,1
16,1,1,1,0,0,1,10.333333333333334,12.25,21,1
10,1,0,0,0,0,1,15.166666666666666,14.5,18,0
6,1,1,1,0,0,1,16.375,15.571428571428571,23,0
8,1,0,1,0,0,1,14.714285714285714,15.571428571428571,18,0
3,2,0,1,0,0,0,12.166666666666666,13.8,32,0
9,2,0,0,0,0,1,14.8,10.666666666666666,29,1
10,1,1,1,0,1,1,11.75,11.6,20,0
10,1,1,0,0,0,1,0.0,13.0,28,1
9,1,0,1,0,0,1,13.625,12.0,27,0
12,1,0,1,0,0,1,12.333333333333334,12.333333333333334,22,0
3,1,0,0,0,0,0,0.0,11.0,28,1
13,1,1,0,0,0,1,0.0,0.0,32,1
14,1,1,1,0,0,1,11.5,13.0,21,0
12,1,0,1,0,1,1,16.37777777777778,16.9,18,0
10,1,1,1,0,0,1,12.0,12.0,18,0
3,1,1,1,0,0,0,13.285714285714286,12.5,22,0
12,1,1,1,0,0,1,12.764285714285714,12.764285714285714,19,0
9,1,1,1,0,1,1,12.166666666666666,13.75,18,0
2,1,1,1,0,0,1,0.0,0.0,19,1
12,1,0,1,0,1,1,15.68333333333333,14.604285714285712,18,0
17,2,0,0,0,0,0,0.0,0.0,31,1
3,2,0,1,0,1,0,12.5,13.833333333333334,33,0
12,1,1,1,0,1,1,13.57625,13.57625,19,0
10,1,1,1,0,1,1,15.833333333333334,15.142857142857142,18,0
9,1,0,1,0,0,1,11.6,10.666666666666666,23,0
10,1,1,1,0,0,1,12.0,11.2,20,0
12,1,1,1,0,0,1,13.76375,13.76375,18,0
10,1,0,1,0,1,1,12.2,10.714285714285714,22,0
10,1,1,1,0,0,1,11.666666666666666,12.166666666666666,20,0
12,1,1,1,0,0,1,14.357142857142858,14.357142857142858,23,0
15,1,1,1,0,0,1,12.666666666666666,12.833333333333334,19,0
12,1,1,1,0,0,1,13.925714285714283,13.925714285714283,19,0
17,1,0,1,0,0,0,11.0,12.0,26,1
12,1,1,1,0,0,1,13.744444444444444,13.44285714285714,18,0
7,1,1,1,1,0,1,0.0,16.0,18,1
4,1,1,1,1,0,1,13.2,13.125,20,0
14,1,0,1,1,0,1,0.0,0.0,19,1
17,1,0,0,1,0,0,11.0,11.4,32,1
8,2,0,0,1,0,1,11.666666666666666,11.0,31,1
6,1,1,1,0,0,1,13.0,13.666666666666666,21,0
17,2,0,0,0,0,0,10.0,11.75,31,1
16,2,0,1,0,0,1,13.0,10.0,34,1
10,1,0,1,0,1,1,12.833333333333334,13.5,18,0
10,1,1,1,0,0,1,0.0,0.0,19,1
16,1,1,0,0,0,1,11.8,13.0,18,1
11,1,1,1,0,0,1,16.0,14.833333333333334,20,0
15,1,1,1,0,0,1,12.857142857142858,11.833333333333334,20,0
14,1,1,1,0,1,1,12.333333333333334,12.0,18,0
10,1,1,1,0,0,1,11.333333333333334,12.75,19,0
8,4,1,1,0,1,1,10.0,0.0,30,1
10,1,1,1,0,0,1,12.857142857142858,12.0,19,0
13,1,1,1,0,0,1,13.8,11.677777777777775,19,0
